Pair,Pearson,Pearson p-value,Spearman,Spearman p-value
feature_3 x feature_10,0.8448632645308137,0.0,0.7228107420900823,0.0
feature_3 x feature_11,0.8389891520977283,0.0,0.7049760001084443,0.0
feature_3 x feature_12,0.8660752658593633,0.0,0.757737901081989,0.0
feature_3 x feature_13,0.8499314385590202,0.0,0.7282860715873412,0.0
feature_3 x feature_14,0.8528521402079343,0.0,0.7256894575210507,0.0
feature_3 x feature_15,0.8498492235046181,0.0,0.7289201734355747,0.0
feature_3 x feature_16,0.8511221083795942,0.0,0.7295602992844775,0.0
feature_4 x feature_1,0.8501071945627106,0.0,0.7250443903382655,0.0
feature_4 x feature_2,0.8616124045743345,0.0,0.7419454188828242,0.0
feature_4 x feature_3,0.8501655318749274,0.0,0.7296813944090438,0.0
feature_4 x feature_4,1.0,0.0,0.9999999999999999,0.0
feature_4 x feature_5,0.8441417636175661,0.0,0.7158383004264777,0.0
feature_4 x feature_6,0.8522353117244467,0.0,0.7237043901893765,0.0
feature_4 x feature_7,0.8631815986750042,0.0,0.7414960974995662,0.0
feature_4 x feature_8,0.8587145334253105,0.0,0.7373570819285645,0.0
feature_4 x feature_9,0.8481714560360294,0.0,0.7288848627649848,0.0
feature_4 x feature_10,0.8558682685869705,0.0,0.7421960824662314,0.0
feature_4 x feature_11,0.8412816487837754,0.0,0.7050948645660959,0.0
feature_4 x feature_12,0.8526997379804556,0.0,0.7325127365014151,0.0
feature_4 x feature_13,0.8520504563747562,0.0,0.7344040558226728,0.0
feature_4 x feature_14,0.8460792672815255,0.0,0.7083923053769227,0.0
feature_4 x feature_15,0.8505259881326629,0.0,0.7278625435402825,0.0
feature_4 x feature_16,0.8490885511234384,0.0,0.7211948147994237,0.0
feature_5 x feature_1,0.8532371655358099,0.0,0.7239854955539439,0.0
feature_5 x feature_2,0.8533621684374972,0.0,0.7237255555250617,0.0
feature_5 x feature_3,0.8444970971216362,0.0,0.7157320399702265,0.0
feature_5 x feature_4,0.8441417636175661,0.0,0.7158383004264777,0.0
feature_5 x feature_5,0.9999999999999997,0.0,0.9999999999999999,0.0
feature_5 x feature_6,0.8423320107228239,0.0,0.7071317412368601,0.0
feature_5 x feature_7,0.8523411732812978,0.0,0.7173338157037572,0.0
feature_5 x feature_8,0.8431253756651084,0.0,0.7061686997965221,0.0
feature_5 x feature_9,0.8415557134912557,0.0,0.7069386594376286,0.0
feature_5 x feature_10,0.8419822119033196,0.0,0.714393705154856,0.0
feature_5 x feature_11,0.8458394040545212,0.0,0.7096217952913105,0.0
feature_5 x feature_12,0.8504891950885829,0.0,0.7212593179177019,0.0
feature_5 x feature_13,0.8497910313353416,0.0,0.7228515780946198,0.0
feature_5 x feature_14,0.8460276535847775,0.0,0.7087650689738965,0.0
feature_5 x feature_15,0.8461471306210897,0.0,0.7151964470218274,0.0
feature_5 x feature_16,0.8419233777346405,0.0,0.7099899215544356,0.0
feature_6 x feature_1,0.8463515873346298,0.0,0.7112974803663866,0.0
feature_6 x feature_2,0.86024120354283,0.0,0.7356547426283047,0.0
feature_6 x feature_3,0.8387342980310322,0.0,0.7078176470908497,0.0
feature_6 x feature_4,0.8522353117244467,0.0,0.7237043901893765,0.0
feature_6 x feature_5,0.8423320107228239,0.0,0.7071317412368601,0.0
feature_6 x feature_6,0.9999999999999997,0.0,0.9999999999999999,0.0
feature_6 x feature_7,0.8524046276347028,0.0,0.7111137905681989,0.0
feature_6 x feature_8,0.8537282952692492,0.0,0.7254576690508518,0.0
feature_6 x feature_9,0.8444174171954115,0.0,0.7130081250009026,0.0
feature_6 x feature_10,0.840582786732759,0.0,0.7069085332120592,0.0
feature_6 x feature_11,0.8460326842073164,0.0,0.7101265362362816,0.0
feature_6 x feature_12,0.8490537965225802,0.0,0.7208081196453464,0.0
feature_6 x feature_13,0.8480320077609879,0.0,0.7201819644646626,0.0
feature_6 x feature_14,0.8534120437387298,0.0,0.7169733001081443,0.0
feature_6 x feature_15,0.8356430546198137,0.0,0.6965223049469226,0.0
feature_6 x feature_16,0.8346120950581718,0.0,0.6946124740680525,0.0
feature_7 x feature_1,0.8535285748191593,0.0,0.7216358815150978,0.0
feature_7 x feature_2,0.8561451910779055,0.0,0.7184019433779937,0.0
feature_7 x feature_3,0.8563381453545139,0.0,0.7295659535073281,0.0
feature_7 x feature_4,0.8631815986750042,0.0,0.7414960974995662,0.0
feature_7 x feature_5,0.8523411732812978,0.0,0.7173338157037572,0.0
feature_7 x feature_6,0.8524046276347028,0.0,0.7111137905681989,0.0
feature_7 x feature_7,1.0,0.0,0.9999999999999999,0.0
feature_7 x feature_8,0.8541867271247164,0.0,0.7193293465921494,0.0
feature_7 x feature_9,0.8465741590196177,0.0,0.7090019903335543,0.0
feature_7 x feature_10,0.8557178106539175,0.0,0.7300803122311458,0.0
feature_7 x feature_11,0.8454202343274643,0.0,0.7032977652553072,0.0
feature_7 x feature_12,0.8448823258077268,0.0,0.7071341016815667,0.0
feature_7 x feature_13,0.8424377410032055,0.0,0.7062088251343137,0.0
feature_7 x feature_14,0.8589059118925705,0.0,0.7228429127603236,0.0
feature_7 x feature_15,0.8408865552359029,0.0,0.6988051714227967,0.0
feature_7 x feature_16,0.8572900099286036,0.0,0.7251928787992087,0.0
feature_8 x feature_1,0.8566886029879653,0.0,0.7334652379405819,0.0
feature_8 x feature_2,0.8681152974572935,0.0,0.7495723108413677,0.0
feature_8 x feature_3,0.856141394749169,0.0,0.7385986985109665,0.0
feature_8 x feature_4,0.8587145334253105,0.0,0.7373570819285645,0.0
feature_8 x feature_5,0.8431253756651084,0.0,0.7061686997965221,0.0
feature_8 x feature_6,0.8537282952692492,0.0,0.7254576690508518,0.0
feature_8 x feature_7,0.8541867271247164,0.0,0.7193293465921494,0.0
feature_8 x feature_8,0.9999999999999994,0.0,0.9999999999999999,0.0
feature_8 x feature_9,0.8505755457205716,0.0,0.7260973331219257,0.0
feature_8 x feature_10,0.8577316711312049,0.0,0.7385788976198775,0.0
feature_8 x feature_11,0.8467910841402646,0.0,0.7127999765333306,0.0
feature_8 x feature_12,0.8650206027369208,0.0,0.7486961627440181,0.0
feature_8 x feature_13,0.8655537659992867,0.0,0.753148725016525,0.0
feature_8 x feature_14,0.8641800434768144,0.0,0.7402722258080249,0.0
feature_8 x feature_15,0.8569381445953637,0.0,0.7369238574359841,0.0
feature_8 x feature_16,0.8472972904872128,0.0,0.7177757410861934,0.0
feature_9 x feature_1,0.8454145267181462,0.0,0.7224666256074027,0.0
feature_9 x feature_2,0.8596277471155894,0.0,0.7386953251883694,0.0
feature_9 x feature_3,0.8485542568261379,0.0,0.7256392157376905,0.0
feature_9 x feature_4,0.8481714560360294,0.0,0.7288848627649848,0.0
feature_9 x feature_5,0.8415557134912557,0.0,0.7069386594376286,0.0
feature_9 x feature_6,0.8444174171954115,0.0,0.7130081250009026,0.0
feature_9 x feature_7,0.8465741590196177,0.0,0.7090019903335543,0.0
feature_9 x feature_8,0.8505755457205716,0.0,0.7260973331219257,0.0
feature_9 x feature_9,1.0,0.0,0.9999999999999999,0.0
feature_9 x feature_10,0.8506225970563115,0.0,0.7316419724046634,0.0
feature_9 x feature_11,0.8434053854675873,0.0,0.7147482643053625,0.0
feature_9 x feature_12,0.8602879833289305,0.0,0.7435756959528549,0.0
feature_9 x feature_13,0.8596091757317667,0.0,0.7459613588845954,0.0
feature_9 x feature_14,0.8607456221519544,0.0,0.736663148073683,0.0
feature_9 x feature_15,0.8397746472954231,0.0,0.7106599216288801,0.0
feature_9 x feature_16,0.8419716950501508,0.0,0.7117875835319536,0.0
feature_10 x feature_1,0.8476205518324076,0.0,0.7227569896396654,0.0
feature_10 x feature_2,0.8608861357240947,0.0,0.7440316222257356,0.0
feature_10 x feature_3,0.8448632645308137,0.0,0.7228107420900823,0.0
feature_10 x feature_4,0.8558682685869705,0.0,0.7421960824662314,0.0
feature_10 x feature_5,0.8419822119033196,0.0,0.714393705154856,0.0
feature_10 x feature_6,0.840582786732759,0.0,0.7069085332120592,0.0
feature_10 x feature_7,0.8557178106539175,0.0,0.7300803122311458,0.0
feature_10 x feature_8,0.8577316711312049,0.0,0.7385788976198775,0.0
feature_10 x feature_9,0.8506225970563115,0.0,0.7316419724046634,0.0
feature_10 x feature_10,1.0,0.0,0.9999999999999999,0.0
feature_10 x feature_11,0.8537693356904928,0.0,0.732140538682282,0.0
feature_10 x feature_12,0.8551255527558655,0.0,0.7379766771085196,0.0
feature_10 x feature_13,0.8476898602278103,0.0,0.7304876527208503,0.0
feature_10 x feature_14,0.8523077844093983,0.0,0.7242000249111138,0.0
feature_10 x feature_15,0.8514486240071307,0.0,0.7337197477466385,0.0
feature_10 x feature_16,0.838882095157691,0.0,0.7091700214633357,0.0
feature_11 x feature_1,0.8506246853202235,0.0,0.7192889381432153,0.0
feature_11 x feature_2,0.8597535397634707,0.0,0.7324974000552665,0.0
feature_11 x feature_3,0.8389891520977283,0.0,0.7049760001084443,0.0
feature_11 x feature_4,0.8412816487837754,0.0,0.7050948645660959,0.0
feature_11 x feature_5,0.8458394040545212,0.0,0.7096217952913105,0.0
feature_11 x feature_6,0.8460326842073164,0.0,0.7101265362362816,0.0
feature_11 x feature_7,0.8454202343274643,0.0,0.7032977652553072,0.0
feature_11 x feature_8,0.8467910841402646,0.0,0.7127999765333306,0.0
feature_11 x feature_9,0.8434053854675873,0.0,0.7147482643053625,0.0
feature_11 x feature_10,0.8537693356904928,0.0,0.732140538682282,0.0
feature_11 x feature_11,1.0,0.0,0.9999999999999999,0.0
feature_11 x feature_12,0.8557734981562448,0.0,0.7316785128531681,0.0
feature_11 x feature_13,0.8448276821898074,0.0,0.716404746267194,0.0
feature_11 x feature_14,0.8519875692674297,0.0,0.7136284992920554,0.0
feature_11 x feature_15,0.8436359855384324,0.0,0.7110903892322653,0.0
feature_11 x feature_16,0.8529465359109345,0.0,0.7262082006898001,0.0
feature_12 x feature_1,0.8563204540016265,0.0,0.7312971901441321,0.0
feature_12 x feature_2,0.8691941730814496,0.0,0.7558287568698617,0.0
feature_12 x feature_3,0.8660752658593633,0.0,0.757737901081989,0.0
feature_12 x feature_4,0.8526997379804556,0.0,0.7325127365014151,0.0
feature_12 x feature_5,0.8504891950885829,0.0,0.7212593179177019,0.0
feature_12 x feature_6,0.8490537965225802,0.0,0.7208081196453464,0.0
feature_12 x feature_7,0.8448823258077268,0.0,0.7071341016815667,0.0
feature_12 x feature_8,0.8650206027369208,0.0,0.7486961627440181,0.0
feature_12 x feature_9,0.8602879833289305,0.0,0.7435756959528549,0.0
feature_12 x feature_10,0.8551255527558655,0.0,0.7379766771085196,0.0
feature_12 x feature_11,0.8557734981562448,0.0,0.7316785128531681,0.0
feature_12 x feature_12,0.9999999999999996,0.0,0.9999999999999999,0.0
feature_12 x feature_13,0.8545673027037485,0.0,0.7356949075216563,0.0
feature_12 x feature_14,0.8541444045462658,0.0,0.7235562355062483,0.0
feature_12 x feature_15,0.8533467249571708,0.0,0.7323388791487642,0.0
feature_12 x feature_16,0.84785001985965,0.0,0.7156039106226566,0.0
feature_13 x feature_1,0.8510594684766793,0.0,0.7277574293063808,0.0
feature_13 x feature_2,0.8588201398389355,0.0,0.7417202481911386,0.0
feature_13 x feature_3,0.8499314385590202,0.0,0.7282860715873412,0.0
feature_13 x feature_4,0.8520504563747562,0.0,0.7344040558226728,0.0
feature_13 x feature_5,0.8497910313353416,0.0,0.7228515780946198,0.0
feature_13 x feature_6,0.8480320077609879,0.0,0.7201819644646626,0.0
feature_13 x feature_7,0.8424377410032055,0.0,0.7062088251343137,0.0
feature_13 x feature_8,0.8655537659992867,0.0,0.753148725016525,0.0
feature_13 x feature_9,0.8596091757317667,0.0,0.7459613588845954,0.0
feature_13 x feature_10,0.8476898602278103,0.0,0.7304876527208503,0.0
feature_13 x feature_11,0.8448276821898074,0.0,0.716404746267194,0.0
feature_13 x feature_12,0.8545673027037485,0.0,0.7356949075216563,0.0
feature_13 x feature_13,0.9999999999999998,0.0,0.9999999999999999,0.0
feature_13 x feature_14,0.8492243275912614,0.0,0.7247038796337643,0.0
feature_13 x feature_15,0.8470204895913026,0.0,0.7233049452561049,0.0
feature_13 x feature_16,0.8441423502351743,0.0,0.7166644805182755,0.0
feature_14 x feature_1,0.8437686589589047,0.0,0.7027199456355494,0.0
feature_14 x feature_2,0.8557754299160107,0.0,0.7200858426762047,0.0
feature_14 x feature_3,0.8528521402079343,0.0,0.7256894575210507,0.0
feature_14 x feature_4,0.8460792672815255,0.0,0.7083923053769227,0.0
feature_14 x feature_5,0.8460276535847775,0.0,0.7087650689738965,0.0
feature_14 x feature_6,0.8534120437387298,0.0,0.7169733001081443,0.0
feature_14 x feature_7,0.8589059118925705,0.0,0.7228429127603236,0.0
feature_14 x feature_8,0.8641800434768144,0.0,0.7402722258080249,0.0
feature_14 x feature_9,0.8607456221519544,0.0,0.736663148073683,0.0
feature_14 x feature_10,0.8523077844093983,0.0,0.7242000249111138,0.0
feature_14 x feature_11,0.8519875692674297,0.0,0.7136284992920554,0.0
feature_14 x feature_12,0.8541444045462658,0.0,0.7235562355062483,0.0
feature_14 x feature_13,0.8492243275912614,0.0,0.7247038796337643,0.0
feature_14 x feature_14,1.0,0.0,0.9999999999999999,0.0
feature_14 x feature_15,0.8400893419331725,0.0,0.7014069766007751,0.0
feature_14 x feature_16,0.8400289331654792,0.0,0.7027730260858917,0.0
feature_15 x feature_1,0.8474609864853038,0.0,0.7202423902491544,0.0
feature_15 x feature_2,0.8500867407034519,0.0,0.7189638563293173,0.0
feature_15 x feature_3,0.8498492235046181,0.0,0.7289201734355747,0.0
feature_15 x feature_4,0.8505259881326629,0.0,0.7278625435402825,0.0
feature_15 x feature_5,0.8461471306210897,0.0,0.7151964470218274,0.0
feature_15 x feature_6,0.8356430546198137,0.0,0.6965223049469226,0.0
feature_15 x feature_7,0.8408865552359029,0.0,0.6988051714227967,0.0
feature_15 x feature_8,0.8569381445953637,0.0,0.7369238574359841,0.0
feature_15 x feature_9,0.8397746472954231,0.0,0.7106599216288801,0.0
feature_15 x feature_10,0.8514486240071307,0.0,0.7337197477466385,0.0
feature_15 x feature_11,0.8436359855384324,0.0,0.7110903892322653,0.0
feature_15 x feature_12,0.8533467249571708,0.0,0.7323388791487642,0.0
feature_15 x feature_13,0.8470204895913026,0.0,0.7233049452561049,0.0
feature_15 x feature_14,0.8400893419331725,0.0,0.7014069766007751,0.0
feature_15 x feature_15,1.0,0.0,0.9999999999999999,0.0
feature_15 x feature_16,0.8417411508927628,0.0,0.7135190668354519,0.0
feature_16 x feature_1,0.8492244288259273,0.0,0.7212892356988038,0.0
feature_16 x feature_2,0.8543105590553967,0.0,0.7283363200373688,0.0
feature_16 x feature_3,0.8511221083795942,0.0,0.7295602992844775,0.0
feature_16 x feature_4,0.8490885511234384,0.0,0.7211948147994237,0.0
feature_16 x feature_5,0.8419233777346405,0.0,0.7099899215544356,0.0
feature_16 x feature_6,0.8346120950581718,0.0,0.6946124740680525,0.0
feature_16 x feature_7,0.8572900099286036,0.0,0.7251928787992087,0.0
feature_16 x feature_8,0.8472972904872128,0.0,0.7177757410861934,0.0
feature_16 x feature_9,0.8419716950501508,0.0,0.7117875835319536,0.0
feature_16 x feature_10,0.838882095157691,0.0,0.7091700214633357,0.0
feature_16 x feature_11,0.8529465359109345,0.0,0.7262082006898001,0.0
feature_16 x feature_12,0.84785001985965,0.0,0.7156039106226566,0.0
feature_16 x feature_13,0.8441423502351743,0.0,0.7166644805182755,0.0
feature_16 x feature_14,0.8400289331654792,0.0,0.7027730260858917,0.0
feature_16 x feature_15,0.8417411508927628,0.0,0.7135190668354519,0.0
feature_16 x feature_16,0.9999999999999998,0.0,0.9999999999999999,0.0
